"bitter","bittersweet","mild","smoky","rich","sweet","sour","salty","spicy","juicy","fruity","oily","crunchy","dry","wet","creamy","plain","soft","hard","taste"
74,60,74,97,17,92,71,61,26,9,23,30,72,14,62,68,59,64,64,0
30,33,53,37,3,84,86,22,12,5,71,63,4,74,3,86,30,41,33,1
20,3,4,18,76,30,72,8,14,61,25,87,97,19,98,91,72,49,3,0
63,90,86,6,63,90,74,4,30,85,61,56,72,32,95,62,84,28,84,0
9,11,40,82,9,68,2,52,42,74,72,85,33,75,77,94,66,6,76,1
37,91,69,19,92,78,91,26,33,22,71,26,66,61,18,21,90,1,54,1
35,34,95,98,41,22,37,77,15,78,94,22,4,98,55,98,35,96,60,1
21,43,30,55,76,74,31,34,87,93,26,9,31,12,72,99,76,2,35,1
69,59,6,73,59,53,73,69,94,38,45,16,95,45,15,34,91,23,60,1
44,50,56,22,79,44,64,66,41,9,31,27,73,83,15,54,54,84,10,1
54,90,80,16,48,42,44,80,52,49,59,2,54,93,74,28,41,3,31,0
63,42,77,49,98,67,58,44,9,38,82,3,68,12,14,41,19,55,47,1
94,21,38,10,81,30,54,92,15,87,61,45,35,85,92,47,30,7,55,1
61,28,78,31,81,1,56,59,99,24,56,88,92,56,23,35,78,33,73,0
58,56,87,97,8,81,7,41,85,24,99,63,27,7,63,70,77,7,41,1
47,20,53,61,81,78,97,55,23,10,87,12,21,4,29,10,94,26,59,0
92,48,43,34,34,53,68,81,5,28,59,95,31,93,99,73,57,72,8,1
10,49,7,45,29,39,61,29,12,46,66,2,9,57,100,65,45,61,95,1
32,53,36,81,92,79,87,9,29,18,54,94,72,7,87,38,6,71,13,0
93,58,92,33,90,5,55,60,88,40,87,1,45,47,96,7,35,33,7,0
7,2,2,93,37,5,60,51,19,26,20,66,50,58,44,15,41,17,46,1
11,59,76,54,45,71,74,17,95,87,60,69,25,10,90,10,21,62,74,0
39,78,52,2,7,16,68,21,85,74,37,94,32,32,81,31,45,9,74,1
5,65,23,59,14,89,27,7,86,32,38,61,85,41,39,23,94,91,14,0
10,88,53,4,7,50,27,35,69,47,11,31,53,70,23,2,82,83,85,1
52,2,33,90,95,58,35,43,38,86,83,37,44,69,68,86,78,51,80,0
73,10,43,3,33,73,85,100,45,65,96,70,31,93,53,32,27,45,9,0
31,73,44,83,55,55,41,69,39,20,31,4,90,43,70,43,26,56,11,0
71,60,54,13,8,76,73,92,89,99,83,70,91,91,66,54,51,95,73,1
47,81,49,24,39,18,36,34,38,6,89,49,42,44,91,59,97,18,56,1
95,96,37,59,15,49,72,30,12,16,84,41,19,81,50,51,67,52,40,1
39,59,72,2,87,5,68,11,88,91,30,31,19,76,2,6,37,49,28,0
94,46,94,30,18,75,98,96,79,80,26,59,8,12,21,71,22,98,56,0
60,32,45,17,32,72,6,1,20,59,81,49,24,16,70,6,29,58,57,0
66,20,90,17,43,66,92,18,88,95,94,100,17,56,26,82,95,70,93,1
3,87,97,78,6,50,22,49,92,6,53,14,88,63,64,53,100,57,73,1
84,43,5,50,65,43,6,73,14,15,93,3,98,99,25,64,73,11,70,1
78,70,41,24,90,73,84,7,29,74,92,10,71,94,37,28,84,25,52,0
58,39,51,23,41,26,29,82,93,9,94,11,45,56,40,8,7,75,1,1
100,48,100,68,52,2,11,71,100,41,92,15,79,94,30,29,58,64,23,1
98,25,82,89,1,1,99,28,42,85,27,85,33,20,36,90,48,73,27,1
86,19,77,83,60,44,44,66,18,64,94,58,96,85,76,67,64,27,84,0
39,22,42,50,7,21,53,16,5,34,90,46,31,58,54,77,32,11,33,1
78,11,44,35,12,75,56,23,70,6,34,85,38,7,45,66,56,95,54,0
26,18,92,53,19,62,39,8,74,65,84,2,66,99,57,39,50,98,47,0
69,57,100,99,89,83,32,39,98,46,79,53,18,35,12,82,61,74,38,1
23,2,27,70,17,16,6,31,61,68,29,24,13,80,94,66,35,51,57,1
90,64,68,93,6,48,79,21,74,67,5,16,63,83,33,23,96,33,94,1
48,72,51,12,83,74,9,81,91,76,54,79,38,20,40,82,61,25,3,1
46,63,92,7,75,55,35,94,31,9,96,20,19,39,34,82,87,52,74,0
11,24,61,12,58,88,31,30,100,33,78,56,53,17,27,43,77,33,99,0
26,82,35,64,13,45,38,17,53,4,35,26,43,11,3,90,51,94,6,0
46,52,94,4,36,34,87,2,70,49,82,15,10,57,5,11,24,7,57,1
67,53,93,49,31,86,76,78,60,99,21,24,87,11,19,57,54,28,5,0
69,61,98,77,15,71,28,2,35,17,14,85,13,18,45,59,80,34,27,0
49,33,30,84,85,65,19,76,42,24,95,60,3,60,41,7,50,63,31,1
30,35,94,60,86,10,76,7,38,54,7,41,10,6,17,23,56,40,21,0
37,47,55,59,11,60,96,54,3,70,28,17,88,4,55,30,7,32,86,0
83,46,90,80,58,27,44,4,3,58,45,1,19,91,35,65,24,7,26,0
1,45,69,81,56,59,12,69,21,55,32,28,65,50,24,84,35,7,72,0
59,47,70,68,24,18,96,8,4,15,5,66,28,39,22,51,68,79,65,1
21,85,59,5,41,82,46,28,19,53,19,30,95,53,17,22,53,76,14,0
18,99,35,10,87,46,64,29,56,28,69,51,10,60,64,12,84,21,70,1
75,83,95,5,47,34,68,54,39,7,35,87,64,92,38,12,36,75,80,0
11,41,75,58,93,53,65,17,14,56,63,67,41,100,93,49,11,36,38,0
81,61,49,7,1,74,80,90,29,3,62,35,56,89,4,42,44,99,80,1
16,79,15,45,55,80,88,79,78,15,29,36,64,99,6,44,37,21,56,1
36,51,47,62,83,89,90,95,93,15,31,81,83,75,27,100,50,33,82,1
2,45,64,95,78,88,77,7,96,78,76,71,85,84,41,14,16,100,63,1
70,45,98,17,34,68,49,81,60,89,57,9,69,66,5,58,94,39,89,0
80,50,21,9,34,2,3,85,52,63,84,92,9,28,83,54,9,15,27,0
5,73,1,23,42,70,89,92,16,18,4,4,19,34,20,31,66,28,56,0
35,42,59,96,17,40,2,88,59,15,72,13,53,40,75,49,82,84,60,1
67,10,46,67,52,12,56,100,4,97,95,84,31,34,20,93,43,46,36,0
76,74,48,30,88,34,63,49,20,99,69,94,93,18,1,38,94,50,69,0
75,28,40,95,6,31,85,79,54,52,67,22,25,31,85,20,94,56,20,0
73,66,50,60,29,90,84,65,43,53,71,56,66,72,47,8,99,50,33,0
87,66,74,39,12,13,57,43,97,25,5,87,33,24,82,33,58,76,78,1
62,72,68,24,9,84,49,47,43,89,22,1,10,42,16,52,89,99,10,0
22,27,36,78,56,72,46,33,40,53,10,97,40,20,92,22,32,100,85,0
33,55,96,56,90,59,16,94,14,81,84,44,71,100,42,18,28,79,9,1
55,12,25,29,72,2,70,57,27,60,59,61,25,97,6,81,77,100,4,1
77,10,46,49,81,36,37,7,98,9,100,6,61,53,44,83,1,43,23,0
57,57,87,89,56,89,13,27,14,96,21,57,10,68,50,41,82,85,60,0
38,2,46,47,89,57,2,87,12,19,49,93,3,18,5,55,33,62,46,1
22,67,65,44,1,29,24,56,11,28,4,91,30,1,11,99,70,15,76,0
72,63,30,65,38,18,13,65,75,86,89,29,42,27,56,53,15,63,67,0
47,74,52,80,75,24,39,98,54,34,23,98,79,29,21,54,1,39,99,0
2,28,12,10,36,12,21,39,94,52,37,30,57,24,30,4,36,59,79,0
59,16,15,28,73,66,81,67,22,66,57,23,44,65,8,68,63,52,68,0
1,2,83,23,57,4,31,71,31,86,2,11,16,15,82,28,19,20,99,0
35,13,39,64,19,97,89,46,21,34,85,1,63,44,17,65,19,93,100,1
27,13,89,32,4,47,16,38,55,22,55,48,90,57,89,63,88,54,56,1
3,97,82,39,15,53,46,59,57,42,15,14,90,23,11,16,24,33,47,0
78,28,67,24,79,52,33,48,54,73,17,81,49,38,71,74,45,9,31,0
11,7,12,23,61,74,90,70,5,88,61,37,20,14,33,66,14,13,9,0
47,37,82,79,63,24,23,11,88,88,31,38,81,33,87,74,62,5,26,0
96,98,69,4,45,18,3,8,27,29,1,69,81,77,95,77,65,41,16,0
4,71,81,68,23,84,27,41,51,83,43,83,71,40,78,53,78,65,46,1
89,86,45,99,98,66,77,42,18,88,4,23,1,15,70,33,50,4,5,0
68,38,88,87,65,77,75,20,17,50,92,11,53,60,97,34,66,13,13,1
5,57,67,61,66,1,12,45,80,52,59,90,26,19,40,12,71,22,95,1
61,50,70,74,13,97,79,98,35,91,38,55,12,44,34,62,69,2,72,0
91,77,53,36,35,27,35,47,77,15,52,82,20,34,51,73,68,58,87,0
27,12,92,63,57,81,89,22,35,26,75,87,28,61,19,20,1,60,75,1
23,3,41,99,64,55,100,62,16,17,18,38,52,77,94,84,97,62,42,1
31,26,91,79,6,39,67,52,74,70,30,61,55,45,44,65,78,5,49,0
97,22,49,90,64,86,84,17,33,55,79,59,86,55,56,31,18,69,99,0
16,67,10,91,73,52,52,79,33,38,73,5,4,15,23,71,37,38,62,1
19,78,5,4,85,54,47,55,78,27,9,62,93,17,71,60,46,34,5,1
68,40,88,93,42,65,5,27,89,19,40,78,28,95,85,80,88,43,25,1
39,65,57,12,69,97,48,62,38,19,15,84,65,44,81,53,81,68,56,0
75,55,23,25,34,27,14,31,74,36,75,61,99,50,44,81,2,92,11,0
50,92,91,48,94,72,36,83,57,69,55,70,81,92,87,70,88,16,23,0
63,79,16,14,48,87,4,73,64,44,44,91,77,59,26,67,46,94,82,0
77,89,9,23,9,62,37,14,8,96,83,90,24,30,58,48,98,75,60,1
69,23,56,69,92,99,68,49,21,14,47,31,73,40,24,81,98,39,68,1
97,56,10,18,1,85,53,53,98,96,51,71,44,57,82,84,9,9,74,0
24,80,90,94,86,30,84,73,1,98,69,39,13,75,19,84,87,23,11,1
89,71,12,14,81,65,89,62,23,41,39,18,60,98,62,13,14,89,100,0
4,38,47,54,6,28,44,65,33,57,40,75,19,1,6,57,29,16,72,0
48,79,85,8,44,56,23,9,84,45,17,87,75,99,77,25,18,59,21,0
67,11,38,67,37,68,97,90,27,85,62,51,100,85,67,96,33,39,78,1
87,60,81,86,75,75,47,72,42,43,1,46,75,9,47,56,69,13,85,1
52,88,45,75,72,92,66,94,53,69,43,95,61,14,86,33,61,97,30,1
20,94,19,65,36,71,69,96,22,89,43,30,68,97,79,74,89,51,86,1
25,45,25,8,72,26,24,90,74,89,53,31,69,46,12,5,15,71,56,0
73,40,62,50,7,20,12,72,54,92,71,72,67,45,14,90,83,34,21,0
95,93,75,79,18,41,39,44,98,39,30,73,65,70,64,50,18,54,61,1
29,87,69,19,39,82,32,14,31,73,14,77,26,7,98,35,37,68,42,0
4,51,53,13,43,24,37,6,82,8,13,78,67,71,64,14,78,82,95,0
95,96,1,78,85,81,58,7,41,15,76,100,81,58,67,58,70,85,37,0
38,55,55,16,81,14,51,83,37,82,55,29,43,57,31,97,22,65,12,0
69,41,79,3,21,2,22,99,69,32,92,35,94,72,52,10,25,59,28,1
93,82,13,95,28,26,77,69,92,67,43,48,69,20,27,63,60,69,50,1
30,73,6,63,1,8,10,80,32,49,32,59,1,29,67,59,86,90,4,0
54,83,77,82,62,38,31,54,81,35,29,9,96,62,79,54,4,85,62,1
75,21,65,18,82,40,32,4,31,10,10,67,15,32,11,42,81,70,24,0
89,31,35,8,20,8,51,45,59,32,36,50,28,38,63,51,49,18,7,1
27,5,72,2,87,35,78,9,13,11,36,95,51,95,17,34,14,38,35,1
27,18,45,71,94,74,3,16,45,86,33,99,54,98,91,25,44,37,91,1
11,82,99,32,39,86,83,9,70,58,65,45,63,50,92,86,75,33,73,1
53,44,62,85,2,40,63,23,14,87,21,57,26,12,48,52,66,71,65,1
85,89,92,71,100,94,54,54,7,61,28,18,8,75,33,92,76,22,84,0
68,53,67,82,13,24,72,43,98,40,77,34,24,47,77,67,16,45,98,0
90,8,16,2,64,86,76,31,53,22,81,94,14,83,41,16,6,31,76,1
56,54,9,53,77,55,66,94,96,18,58,15,10,78,86,19,25,97,13,0
75,85,98,63,97,52,37,1,86,72,35,72,78,5,91,97,17,61,34,1
93,59,58,20,48,40,49,23,90,35,71,83,42,97,88,28,70,41,33,1
16,50,91,18,23,43,37,83,98,10,36,7,49,81,49,96,74,2,65,0
76,36,28,72,42,64,26,74,75,82,78,35,33,93,64,21,56,36,11,1
42,32,36,57,16,5,72,78,59,21,88,53,45,93,63,57,43,8,59,0
92,34,77,66,41,81,69,32,66,15,60,39,18,77,55,9,39,70,22,0
78,20,46,1,60,88,60,55,17,15,50,78,44,65,47,19,90,71,71,1
13,5,63,51,76,97,9,72,57,41,45,96,57,43,52,6,53,57,67,0
52,57,20,16,17,89,71,30,40,42,44,81,21,5,74,74,50,3,47,0
48,12,69,100,83,78,6,12,94,42,97,2,19,63,91,87,84,17,65,0
31,37,78,43,36,63,55,65,90,12,54,28,19,83,91,54,17,67,24,0
76,70,79,46,3,71,68,61,82,80,99,52,93,45,5,23,72,52,95,1
7,18,22,66,43,37,85,59,52,73,51,19,42,51,10,59,48,55,75,1
85,60,84,73,47,40,51,59,32,31,45,29,5,74,88,89,32,15,5,1
28,46,32,99,74,69,55,12,67,74,23,96,5,92,40,62,13,94,86,0
18,64,42,96,55,88,77,84,93,42,97,10,12,29,4,80,42,58,9,0
11,95,71,97,36,44,87,96,45,9,56,5,76,52,69,3,61,33,58,0
14,64,66,34,11,96,44,17,56,58,55,90,92,63,21,32,41,89,54,0
4,1,5,78,55,54,78,82,28,22,18,38,95,54,39,74,54,35,16,0
52,97,90,78,78,79,59,13,45,16,65,76,40,99,13,47,73,46,39,0
86,47,23,85,52,85,71,69,45,2,24,10,19,51,1,18,46,59,43,0
53,1,50,57,7,2,40,76,35,42,59,70,81,98,38,32,100,12,99,1
86,96,1,73,55,3,40,44,63,53,34,76,14,81,58,78,52,79,68,1
29,2,71,37,50,92,3,46,45,94,4,55,5,15,93,8,10,96,76,0
71,7,48,74,18,57,16,21,44,6,46,42,26,91,44,34,56,36,27,0
72,35,15,10,88,85,39,23,86,77,30,52,48,4,19,85,23,83,92,1
76,78,7,34,72,25,14,17,97,79,53,78,26,63,50,9,56,27,46,0
32,42,28,88,42,10,60,35,80,27,43,29,51,98,66,65,6,44,28,0
22,59,29,28,77,24,6,61,41,51,56,82,87,40,91,44,13,30,84,1
67,87,53,92,41,4,40,37,4,79,84,78,80,96,73,94,97,19,39,0
10,19,78,74,60,95,26,39,92,78,16,98,12,23,27,3,4,7,89,0
14,26,45,46,35,86,62,19,96,81,74,37,31,43,28,76,70,23,71,0
8,8,59,28,38,19,52,34,47,64,39,42,15,8,58,41,1,17,46,1
89,94,84,47,20,45,94,87,85,88,12,27,100,61,64,50,43,21,47,0
62,17,100,64,55,46,24,97,74,39,30,32,34,85,56,14,4,36,76,1
32,12,6,22,45,88,49,32,40,91,42,83,48,57,86,36,81,27,28,0
100,54,2,57,71,8,52,48,49,89,24,82,44,26,96,85,19,64,14,0
6,86,21,50,1,12,76,64,79,71,10,69,63,15,97,76,4,96,36,1
91,91,36,9,58,10,33,46,75,96,47,3,95,19,3,9,30,98,97,1
36,98,71,98,79,82,70,46,93,8,95,41,79,54,24,63,43,85,31,1
63,74,76,68,33,92,6,100,17,87,69,17,59,17,100,47,21,100,2,1
30,98,13,70,18,3,11,2,98,15,15,68,78,63,33,44,36,93,19,1
35,35,53,57,9,74,54,46,66,76,57,35,41,93,52,72,40,43,79,0
48,58,9,90,41,92,31,23,19,82,46,18,91,34,57,80,75,63,60,0
41,88,75,67,98,50,20,20,13,95,18,25,6,30,76,7,21,12,13,1
65,9,35,11,39,9,42,97,43,38,44,55,90,2,100,29,43,45,30,0
97,14,65,18,60,62,25,3,20,26,47,23,48,17,51,97,30,60,61,1
47,55,3,14,38,29,36,56,35,99,45,87,12,67,85,36,10,59,6,0
91,38,58,11,62,17,35,99,82,75,31,62,55,54,27,76,93,46,11,1
62,67,28,55,30,42,5,13,66,50,31,79,97,75,94,57,93,67,91,1
59,29,39,40,35,98,15,12,20,24,83,13,46,56,58,80,97,39,75,1
24,26,13,46,81,29,41,89,37,41,35,39,58,53,99,99,20,66,8,0
2,17,82,92,58,52,57,54,59,44,31,30,55,26,17,16,81,59,64,1
73,40,94,78,23,94,31,92,65,88,93,27,38,91,38,87,64,92,93,0
62,10,10,55,6,40,85,82,14,67,100,95,94,88,65,65,60,7,71,0
62,35,64,49,49,31,24,40,66,98,94,62,17,59,87,99,5,52,88,0
88,59,25,50,24,5,81,63,19,86,39,29,22,47,27,41,16,9,11,1
84,55,78,60,93,23,6,82,9,91,71,95,90,58,47,65,62,9,62,0
55,6,52,14,31,54,97,79,35,88,62,40,21,92,17,72,99,17,75,1
11,31,86,38,31,93,17,46,80,47,56,69,87,88,28,9,6,19,60,1
68,34,87,31,69,36,51,73,93,35,6,12,94,46,27,69,87,79,72,0
98,40,33,76,48,95,54,22,97,28,89,15,21,67,5,50,83,23,65,0
29,54,18,15,50,19,11,95,1,31,72,12,93,67,5,81,76,23,31,1
55,99,91,15,54,19,37,43,49,24,71,39,78,10,74,70,34,78,31,1
33,70,71,51,59,81,5,24,28,2,34,7,12,80,34,10,17,27,93,0
8,39,47,42,81,97,43,74,55,30,29,24,48,54,27,77,63,22,43,0
2,53,53,80,16,39,25,49,80,74,65,3,38,38,32,47,84,55,90,1
38,15,21,97,68,74,88,18,39,1,35,7,54,57,45,14,45,59,6,1
93,77,51,92,77,9,74,74,2,21,59,49,14,92,10,20,79,96,53,1
10,57,5,16,31,25,46,78,86,87,36,77,26,82,20,14,76,47,3,1
38,83,44,42,100,26,48,59,76,46,98,44,75,39,35,34,17,19,30,1
17,76,1,63,96,82,36,8,72,58,61,84,55,5,6,49,81,38,60,0
23,60,34,53,84,92,56,23,43,95,33,73,13,63,29,63,52,28,23,0
46,9,25,31,31,13,36,69,57,13,43,55,81,88,34,1,63,11,40,0
76,70,87,22,72,99,40,22,20,91,83,80,71,30,39,61,84,35,100,1
45,80,27,86,24,19,40,65,19,61,84,81,39,6,92,61,83,15,99,0
91,68,83,21,42,2,3,39,75,41,55,52,39,70,51,54,62,79,54,0
45,6,26,25,43,27,70,35,45,96,39,4,97,35,32,8,76,52,53,0
41,18,33,13,80,36,85,97,67,61,8,81,38,14,90,57,48,5,98,1
44,73,58,75,51,92,27,86,49,19,39,16,92,26,8,41,42,76,30,0
90,94,19,46,21,52,53,5,36,54,96,46,76,38,31,19,25,13,45,1
74,23,94,44,29,15,39,29,25,44,62,88,80,70,23,61,90,24,37,0
5,30,40,84,54,92,68,83,24,46,24,51,18,44,70,75,50,3,66,1
81,37,86,56,34,92,10,48,67,57,14,12,48,35,27,77,15,83,11,0
32,14,3,4,93,42,74,13,42,7,56,23,31,35,25,5,98,4,79,1
9,35,12,32,82,1,9,44,93,8,49,34,8,97,71,56,60,12,31,1
67,60,91,15,51,36,48,3,48,42,23,11,96,15,6,22,37,48,80,1
69,50,67,84,42,25,8,70,6,4,9,39,68,17,68,39,5,25,47,1
37,65,30,16,34,61,46,74,27,86,70,37,43,95,48,16,38,46,89,1
32,47,35,1,46,81,43,67,28,29,44,98,85,43,71,97,63,85,9,1
24,87,7,63,99,81,80,20,82,77,86,38,33,88,73,1,96,37,7,1
29,16,85,94,80,77,6,16,19,70,23,60,67,67,85,41,44,11,45,1
85,53,75,74,97,96,30,24,50,82,86,16,34,27,16,99,80,37,1,0
10,44,54,32,57,16,32,79,78,68,70,20,20,61,54,63,26,50,30,0
67,80,48,4,6,17,91,34,59,73,57,17,70,56,44,13,35,81,94,1
94,88,1,10,31,74,96,46,29,51,49,1,7,95,16,48,2,13,63,0
49,51,60,21,18,33,30,83,42,35,30,96,33,68,23,93,42,2,93,1
34,16,11,84,15,44,91,97,44,55,70,16,17,53,82,34,91,80,45,1
28,83,50,1,84,63,83,93,21,90,51,70,73,83,54,52,21,45,100,1
46,51,94,64,47,76,4,3,68,41,49,100,31,9,99,29,26,99,62,1
42,81,98,37,90,65,39,70,79,59,86,60,85,41,68,49,57,10,98,0
23,81,76,60,93,86,34,42,71,64,16,56,31,37,87,98,29,72,98,1
89,63,73,54,67,4,7,86,5,3,63,48,25,80,36,23,56,90,74,0
3,59,23,77,38,9,40,21,68,6,93,34,91,91,5,5,64,34,34,0
22,47,69,94,37,60,30,52,24,56,100,8,40,62,31,5,64,85,68,1
7,58,12,70,41,24,73,16,19,17,99,77,87,3,44,23,23,85,13,0
10,72,14,76,61,50,38,84,100,8,70,87,68,59,100,35,29,48,12,1
20,20,92,47,95,39,34,38,12,49,48,12,82,51,20,63,13,7,10,0
24,70,95,19,94,52,23,54,90,3,57,23,78,24,81,81,48,63,12,1
94,34,99,78,34,3,63,55,45,10,44,34,81,47,80,43,63,98,13,1
3,43,94,58,78,16,79,56,53,39,12,87,89,98,62,21,42,98,35,1
11,53,49,51,12,75,25,82,78,8,77,10,19,34,86,11,16,19,59,0
22,11,52,100,65,46,46,47,17,18,79,33,1,98,54,69,60,45,54,0
39,8,4,52,2,26,44,95,100,18,4,7,54,58,87,5,3,53,20,1
9,64,70,96,99,84,4,46,27,98,41,7,69,79,57,87,23,18,61,1
65,38,17,92,30,86,58,81,99,74,41,19,67,44,73,96,8,12,26,1
45,47,49,90,74,34,65,26,16,18,15,35,40,47,20,12,53,85,42,0
12,16,50,17,77,14,28,74,25,93,73,68,26,11,23,41,50,64,19,0
32,84,57,1,4,45,94,1,27,94,54,98,21,27,59,9,39,28,2,1
18,87,83,32,50,6,23,29,22,6,85,57,13,31,84,12,25,8,59,1
7,20,80,38,5,66,29,40,43,65,37,14,61,39,25,25,57,46,58,1
21,59,10,81,94,37,35,33,94,85,73,51,80,39,61,81,71,74,63,1
39,89,36,46,28,99,47,99,55,84,88,55,13,21,14,40,64,46,5,1
9,21,16,42,70,9,53,10,25,17,5,73,36,16,92,5,11,85,50,0
68,1,6,28,54,34,56,92,86,71,49,18,75,8,80,36,9,10,6,1
44,90,80,29,97,94,13,10,31,59,79,62,79,42,37,27,91,12,52,0
3,88,70,58,80,96,31,71,30,12,38,1,66,95,10,85,32,41,59,0
18,88,70,9,60,82,54,77,12,15,96,73,24,48,45,31,39,27,10,1
27,91,58,67,78,74,77,46,28,44,6,99,60,75,30,57,72,37,88,1
93,81,2,71,47,71,27,52,86,3,8,49,12,38,40,54,80,89,23,0
98,29,48,43,65,95,96,79,65,22,94,98,50,37,74,57,21,17,21,1
90,31,70,63,75,97,23,59,29,33,69,67,97,73,12,24,33,88,66,0
45,85,62,91,83,30,33,7,38,39,30,17,53,82,21,73,68,82,70,0
16,19,77,42,14,46,4,79,72,88,23,12,89,97,4,72,81,57,98,1
45,41,68,37,75,41,53,21,39,49,81,38,60,59,89,22,26,93,6,1
3,43,15,62,23,3,87,36,37,13,29,56,69,89,44,8,99,13,29,0
63,9,89,50,64,71,1,45,43,82,91,3,49,30,26,74,71,48,60,1
84,47,81,12,45,6,66,4,17,17,70,42,32,47,69,52,31,7,12,0
14,4,62,43,23,76,71,37,1,11,19,91,86,80,85,39,53,68,87,0
21,74,22,53,76,55,87,16,16,37,26,100,96,1,19,77,16,50,12,0
70,51,82,85,31,28,34,54,90,98,93,70,99,57,16,40,41,62,84,1
15,78,28,64,43,49,63,44,71,74,78,82,94,49,27,55,71,25,67,0
56,68,12,48,58,86,65,98,33,88,94,91,6,80,25,40,79,26,13,0
45,77,55,21,40,69,99,16,16,66,51,60,60,77,79,28,20,88,72,1
58,27,69,72,6,84,48,44,9,94,77,68,100,19,52,98,10,26,52,1
60,66,20,99,41,5,98,47,56,50,77,37,85,33,6,98,96,62,61,1
52,5,81,71,17,12,19,63,1,33,13,74,100,79,87,79,11,83,70,0
90,25,48,69,59,97,6,43,55,69,23,80,55,25,79,33,19,43,37,0
46,71,22,96,19,38,30,12,26,70,54,70,44,76,43,60,20,85,50,0
44,43,70,39,47,14,89,37,95,41,66,14,11,95,57,86,30,8,46,1
75,25,98,39,43,100,1,39,6,6,49,80,75,78,44,29,92,39,46,1
3,69,53,46,43,23,29,9,30,73,28,70,64,31,41,4,58,7,33,1
70,100,83,13,58,22,24,6,71,30,61,46,7,35,52,100,47,70,75,1
63,44,100,23,89,50,87,68,18,12,10,89,25,70,48,19,10,9,96,1
87,54,46,21,89,71,89,98,42,97,50,15,22,79,54,17,89,94,63,1
76,60,50,34,53,44,22,2,62,77,66,67,6,98,37,60,13,43,29,0
53,84,52,54,7,25,33,4,95,38,68,91,35,57,47,78,32,40,60,1
8,17,5,84,71,72,97,57,14,20,45,72,1,29,23,40,5,40,13,0
100,71,57,47,91,24,13,54,19,3,83,79,74,7,97,71,48,92,5,1
92,93,63,49,7,85,60,36,57,50,43,95,95,78,71,61,74,40,13,0
43,3,35,18,23,17,72,48,26,8,10,84,45,20,33,20,56,17,72,0
85,37,97,85,89,52,78,11,78,34,45,9,64,69,99,99,99,64,19,0
31,73,37,38,56,72,28,80,37,81,60,18,27,67,44,92,37,14,27,1
46,24,10,77,38,46,91,93,9,90,97,4,54,3,69,51,89,78,9,0
89,96,33,39,72,93,73,12,5,86,12,19,32,68,54,38,11,50,65,1
76,30,32,64,3,41,57,72,1,78,87,84,9,98,76,88,3,4,35,0
48,72,62,36,35,34,14,28,16,43,100,5,97,94,84,79,27,67,22,1
3,84,55,96,19,69,80,98,50,86,42,80,60,25,93,63,75,70,45,1
46,13,83,83,37,2,81,84,46,12,86,45,36,84,27,41,11,39,94,1
79,21,30,72,11,57,4,19,100,11,17,53,13,75,97,77,93,74,73,1
49,79,50,98,51,64,41,63,25,41,55,57,58,43,10,78,80,27,51,1
48,73,80,53,61,86,48,40,2,20,78,13,56,37,21,24,18,49,2,0
58,85,84,56,20,28,50,41,37,15,25,27,88,51,84,95,43,82,97,0
22,42,54,33,4,63,33,52,84,54,22,31,73,69,89,38,5,100,56,1
87,36,59,51,77,73,11,94,15,25,15,63,17,23,75,90,51,95,100,0
76,74,37,12,53,81,78,52,31,49,28,33,79,33,31,81,83,3,35,1
36,70,29,29,83,6,40,98,22,20,25,13,36,57,14,66,4,72,27,1
27,30,33,41,42,95,45,72,29,65,72,53,58,88,18,26,8,94,90,0
26,45,8,7,28,99,93,93,78,99,98,38,79,77,64,8,27,75,33,0
42,18,91,24,31,59,87,83,42,8,89,85,55,85,38,80,2,56,45,0
5,69,80,35,20,28,23,99,1,96,97,51,18,88,5,30,57,90,58,0
16,90,32,72,81,80,3,41,81,13,37,16,92,21,24,36,11,92,62,1
24,65,56,3,12,51,23,99,33,91,17,71,30,32,44,73,8,38,19,0
62,7,35,47,21,98,3,45,82,28,98,59,66,3,29,7,57,12,51,1
98,73,28,71,51,26,44,96,32,22,33,42,32,44,34,13,45,89,79,1
53,31,91,90,27,42,71,28,77,20,60,40,11,62,32,75,71,56,26,0
14,47,2,19,42,73,8,2,74,7,29,6,62,81,53,32,25,70,58,1
77,43,64,77,44,31,39,77,82,21,85,53,63,28,67,36,49,2,44,0
63,93,48,14,76,31,50,58,92,74,47,70,29,4,5,14,7,75,64,0
11,44,46,96,17,34,20,32,1,26,25,78,76,8,23,84,25,44,6,1
79,42,80,37,9,38,5,60,75,35,38,85,90,66,82,48,67,16,99,0
47,11,22,35,93,50,9,57,91,75,13,39,88,70,80,3,49,17,51,0
87,98,57,29,8,73,2,16,98,62,37,13,31,11,57,34,89,22,67,1
24,33,90,56,17,94,87,98,90,87,99,7,78,54,84,61,67,4,13,0
32,73,69,35,62,66,9,45,94,30,9,57,20,3,23,60,86,37,1,1
55,69,42,12,23,88,85,69,53,97,17,79,66,33,99,61,22,52,83,0
30,97,85,97,80,63,35,52,3,77,92,48,22,100,15,86,94,2,22,1
57,21,4,14,39,19,83,22,25,55,16,19,85,61,53,15,18,13,91,1
60,52,34,51,43,99,33,56,86,8,89,55,45,30,48,63,49,38,14,0
89,33,69,80,72,71,32,54,75,20,63,84,22,52,81,86,83,15,80,1
93,31,88,93,3,23,79,30,80,35,42,20,68,76,45,45,1,46,34,1
